"","region","year","expenditure","exp_schooling","mean_schooling","life_exp_birth","hdi"
"5640","Raja Ampat",2017,7508,11.79,7.57,64.26,62.35
"5641","Raja Ampat",2018,7760,11.8,7.63,64.42,62.84
"5642","Raja Ampat",2019,7958,12.02,7.8,64.7,63.66
"5643","Raja Ampat",2020,8014,12.03,7.91,64.74,63.89
"5644","Tambrauw",2010,NA,9.91,NA,58.35,NA
"5645","Tambrauw",2011,3702,9.93,4.15,58.35,45.97
"5646","Tambrauw",2012,4020,10.02,4.27,58.39,47.18
"5647","Tambrauw",2013,4339,10.46,4.4,58.48,48.69
"5648","Tambrauw",2014,4405,10.73,4.53,58.72,49.4
"5649","Tambrauw",2015,4431,10.8,4.61,59.02,49.77
"5650","Tambrauw",2016,4561,10.89,4.7,59.16,50.35
"5651","Tambrauw",2017,4626,11.2,4.81,59.29,51.01
"5652","Tambrauw",2018,4859,11.32,4.94,59.56,51.95
"5653","Tambrauw",2019,5001,11.62,5.07,59.96,52.9
"5654","Tambrauw",2020,4998,11.91,5.24,60.13,53.45
"5655","Maybrat",2010,NA,11.32,NA,64.27,NA
"5656","Maybrat",2011,4099,11.56,5.89,64.34,53.29
"5657","Maybrat",2012,4309,11.74,5.91,64.39,54.13
"5658","Maybrat",2013,4519,11.92,5.92,64.43,54.93
"5659","Maybrat",2014,4562,12.11,5.96,64.65,55.36
"5660","Maybrat",2015,4576,12.21,6.22,64.65,55.78
"5661","Maybrat",2016,4692,12.31,6.33,64.73,56.35
"5662","Maybrat",2017,4905,12.53,6.43,64.8,57.23
"5663","Maybrat",2018,5168,12.67,6.53,64.93,58.16
"5664","Maybrat",2019,5391,12.91,6.67,65.17,59.15
"5665","Maybrat",2020,5336,13.21,6.85,65.19,59.52
"5666","Manokwari Selatan",2010,NA,NA,NA,65.98,NA
"5667","Manokwari Selatan",2011,NA,NA,NA,66.14,NA
"5668","Manokwari Selatan",2012,NA,NA,NA,66.25,NA
"5669","Manokwari Selatan",2013,4109,12.13,6.12,66.4,54.95
"5670","Manokwari Selatan",2014,4149,12.18,6.2,66.67,55.32
"5671","Manokwari Selatan",2015,4578,12.19,6.21,66.68,56.59
"5672","Manokwari Selatan",2016,4702,12.2,6.32,66.82,57.12
"5673","Manokwari Selatan",2017,5012,12.27,6.37,66.96,58.08
"5674","Manokwari Selatan",2018,5225,12.32,6.48,67.16,58.84
"5675","Manokwari Selatan",2019,5511,12.33,6.57,67.48,59.72
"5676","Manokwari Selatan",2020,5505,12.35,6.63,67.58,59.84
"5677","Pegunungan Arfak",2010,NA,NA,NA,65.91,NA
"5678","Pegunungan Arfak",2011,NA,NA,NA,66.04,NA
"5679","Pegunungan Arfak",2012,NA,NA,NA,66.17,NA
"5680","Pegunungan Arfak",2013,4522,11,4.79,66.25,53.36
"5681","Pegunungan Arfak",2014,4563,11.05,4.85,66.49,53.69
"5682","Pegunungan Arfak",2015,4570,11.06,4.86,66.49,53.73
"5683","Pegunungan Arfak",2016,4594,11.07,4.9,66.61,53.89
"5684","Pegunungan Arfak",2017,4683,11.27,4.91,66.72,54.39
"5685","Pegunungan Arfak",2018,4979,11.33,4.97,66.89,55.31
"5686","Pegunungan Arfak",2019,5102,11.62,5.08,67.18,56.15
"5687","Pegunungan Arfak",2020,5099,11.72,5.12,67.24,56.33
"5688","Kota Sorong",2010,11765,12.09,10.28,67.54,71.96
"5689","Kota Sorong",2011,11776,12.76,10.36,67.69,72.8
"5690","Kota Sorong",2012,11786,13.55,10.59,67.84,73.89
"5691","Kota Sorong",2013,12455,13.76,10.82,67.96,74.96
"5692","Kota Sorong",2014,12515,13.95,10.86,69.02,75.78
"5693","Kota Sorong",2015,12590,13.99,10.87,69.04,75.91
"5694","Kota Sorong",2016,12858,14,10.91,69.36,76.33
"5695","Kota Sorong",2017,13141,14.01,10.92,69.67,76.73
"5696","Kota Sorong",2018,13484,14.21,10.93,70,77.35
"5697","Kota Sorong",2019,13815,14.22,11.05,70.46,77.98
"5698","Kota Sorong",2020,13954,14.38,11.14,70.7,78.45
"5699","PAPUA",2010,6251,8.57,5.59,64.31,54.45
"5700","PAPUA",2011,6303,8.92,5.6,64.46,55.01
"5701","PAPUA",2012,6349,9.11,5.73,64.6,55.55
"5702","PAPUA",2013,6394,9.58,5.74,64.76,56.25
"5703","PAPUA",2014,6416,9.94,5.76,64.84,56.75
"5704","PAPUA",2015,6469,9.95,5.99,65.09,57.25
"5705","PAPUA",2016,6637,10.23,6.15,65.12,58.05
"5706","PAPUA",2017,6996,10.54,6.27,65.14,59.09
"5707","PAPUA",2018,7159,10.83,6.52,65.36,60.06
"5708","PAPUA",2019,7336,11.05,6.65,65.65,60.84
"5709","PAPUA",2020,6954,11.08,6.69,65.79,60.44
"5710","Merauke",2010,9633,11.54,7.6,66.31,65.58
"5711","Merauke",2011,9754,11.63,7.74,66.41,66.03
"5712","Merauke",2012,9795,11.64,7.88,66.46,66.28
"5713","Merauke",2013,9841,11.99,8.03,66.48,66.88
"5714","Merauke",2014,9882,12.14,8.23,66.49,67.33
"5715","Merauke",2015,9953,12.47,8.24,66.5,67.75
"5716","Merauke",2016,10016,12.71,8.26,66.53,68.09
"5717","Merauke",2017,10277,12.98,8.27,66.56,68.64
"5718","Merauke",2018,10430,13.24,8.49,66.71,69.38
"5719","Merauke",2019,10498,13.59,8.56,66.93,69.98
"5720","Merauke",2020,10097,13.88,8.72,67,70.09
"5721","Jayawijaya",2010,6307,9.93,3.92,57.37,50.79
"5722","Jayawijaya",2011,6413,10.1,4.26,57.48,51.66
"5723","Jayawijaya",2012,6628,10.28,4.31,57.56,52.27
"5724","Jayawijaya",2013,6875,10.46,4.36,57.71,52.94
"5725","Jayawijaya",2014,6989,10.64,4.39,57.79,53.37
"5726","Jayawijaya",2015,7068,10.82,4.59,58.29,54.18
"5727","Jayawijaya",2016,7282,11.01,4.74,58.48,54.96
"5728","Jayawijaya",2017,7524,11.3,4.99,58.67,55.99
"5729","Jayawijaya",2018,7637,11.58,5.17,58.99,56.82
"5730","Jayawijaya",2019,7835,11.93,5.3,59.39,57.79
"5731","Jayawijaya",2020,7441,12.27,5.51,59.64,58.03
"5732","Jayapura",2010,9470,12.55,8.3,65.96,67.15
"5733","Jayapura",2011,9565,12.91,8.67,65.96,68.04
"5734","Jayapura",2012,9575,13.28,9.05,65.98,68.85
"5735","Jayapura",2013,9586,13.28,9.33,66.01,69.21
"5736","Jayapura",2014,9597,13.54,9.41,66.02,69.55
"5737","Jayapura",2015,9622,13.79,9.48,66.32,70.04
"5738","Jayapura",2016,9653,14.15,9.53,66.4,70.5
"5739","Jayapura",2017,10055,14.16,9.54,66.47,70.97
"5740","Jayapura",2018,10160,14.17,9.6,66.66,71.25
"5741","Jayapura",2019,10375,14.19,9.79,66.93,71.84
"5742","Jayapura",2020,9898,14.2,10.04,67.05,71.69
"5743","Nabire",2010,8455,10.42,8.37,67.17,64.49
"5744","Nabire",2011,8552,10.49,8.58,67.2,64.96
"5745","Nabire",2012,8589,10.5,8.8,67.21,65.28
"5746","Nabire",2013,8615,10.54,8.87,67.23,65.45
"5747","Nabire",2014,8652,10.58,9.45,67.24,66.25
"5748","Nabire",2015,8725,10.62,9.47,67.44,66.49
"5749","Nabire",2016,8779,10.66,9.48,67.5,66.64
"5750","Nabire",2017,8983,10.86,9.49,67.55,67.11
"5751","Nabire",2018,9143,11.14,9.53,67.72,67.7
"5752","Nabire",2019,9195,11.59,9.7,67.97,68.53
"5753","Nabire",2020,8840,11.92,10,68.06,68.83
"5754","Kepulauan Yapen",2010,6997,10.95,8.23,68.58,63.5
"5755","Kepulauan Yapen",2011,7092,11.06,8.28,68.6,63.82
"5756","Kepulauan Yapen",2012,7156,11.17,8.32,68.63,64.11
"5757","Kepulauan Yapen",2013,7199,11.28,8.37,68.63,64.34
"5758","Kepulauan Yapen",2014,7241,11.4,8.68,68.63,64.89
"5759","Kepulauan Yapen",2015,7320,11.51,8.8,68.67,65.28
"5760","Kepulauan Yapen",2016,7414,11.62,8.81,68.69,65.55
"5761","Kepulauan Yapen",2017,7605,11.85,8.82,68.71,66.07
"5762","Kepulauan Yapen",2018,7739,12.24,9.07,68.85,67
"5763","Kepulauan Yapen",2019,7785,12.72,9.19,69.06,67.76
"5764","Kepulauan Yapen",2020,7484,12.73,9.46,69.12,67.66
"5765","Biak Numfor",2010,9311,12.31,8.81,67.79,68.22
"5766","Biak Numfor",2011,9431,12.61,8.92,67.81,68.8
"5767","Biak Numfor",2012,9486,12.8,8.93,67.82,69.05
"5768","Biak Numfor",2013,9520,12.98,8.99,67.84,69.35
"5769","Biak Numfor",2014,9553,13.21,9.61,67.85,70.32
"5770","Biak Numfor",2015,9603,13.44,9.83,67.86,70.85
"5771","Biak Numfor",2016,9647,13.68,9.84,67.86,71.13
"5772","Biak Numfor",2017,9812,13.93,9.85,67.87,71.56
"5773","Biak Numfor",2018,9969,13.94,10,68,71.96
"5774","Biak Numfor",2019,10211,13.95,10.22,68.2,72.57
"5775","Biak Numfor",2020,9705,13.96,10.33,68.25,72.19
"5776","Paniai",2010,5786,9.98,3.52,64.81,52.57
"5777","Paniai",2011,5911,10.04,3.59,64.99,53.02
"5778","Paniai",2012,5970,10.09,3.66,65.09,53.34
"5779","Paniai",2013,6026,10.22,3.73,65.13,53.7
"5780","Paniai",2014,6086,10.3,3.74,65.15,53.93
"5781","Paniai",2015,6161,10.31,3.76,65.45,54.2
"5782","Paniai",2016,6191,10.32,3.77,65.58,54.34
"5783","Paniai",2017,6355,10.33,3.94,65.7,54.91
"5784","Paniai",2018,6535,10.47,4.2,65.94,55.83
"5785","Paniai",2019,6767,10.48,4.38,66.27,56.58
"5786","Paniai",2020,6361,10.49,4.57,66.44,56.31
"5787","Puncak Jaya",2010,4728,4.27,1.98,63.59,38.83
"5788","Puncak Jaya",2011,4833,4.67,2.24,63.63,40.36
"5789","Puncak Jaya",2012,4863,5.13,2.53,63.67,41.85
"5790","Puncak Jaya",2013,4908,5.58,2.86,63.74,43.36
"5791","Puncak Jaya",2014,4938,5.93,3.04,63.77,44.32
"5792","Puncak Jaya",2015,4979,5.97,3.19,64.17,44.87
"5793","Puncak Jaya",2016,5089,5.99,3.38,64.29,45.49
"5794","Puncak Jaya",2017,5341,6.24,3.5,64.41,46.57
"5795","Puncak Jaya",2018,5459,6.59,3.51,64.65,47.39
"5796","Puncak Jaya",2019,5523,6.96,3.61,64.98,48.33
"5797","Puncak Jaya",2020,5282,7.24,3.62,65.15,48.37
"5798","Mimika",2010,10664,9.25,8.7,71.74,67.96
"5799","Mimika",2011,10772,9.8,8.72,71.78,68.74
"5800","Mimika",2012,10822,9.91,8.75,71.81,68.95
"5801","Mimika",2013,10849,10.26,8.83,71.85,69.5
"5802","Mimika",2014,10873,10.49,9.3,71.87,70.4
"5803","Mimika",2015,10952,10.78,9.38,71.89,70.89
"5804","Mimika",2016,11169,11.11,9.53,71.9,71.64
"5805","Mimika",2017,11591,11.48,9.54,71.93,72.42
"5806","Mimika",2018,11700,11.77,9.76,72.06,73.15
"5807","Mimika",2019,12035,12.17,9.91,72.27,74.13
"5808","Mimika",2020,11431,12.4,10.17,72.32,74.19
"5809","Boven Digoel",2010,7454,10.16,6.8,56.97,56.15
"5810","Boven Digoel",2011,7571,10.32,7.02,57.32,56.89
"5811","Boven Digoel",2012,7598,10.47,7.24,57.51,57.45
"5812","Boven Digoel",2013,7625,10.63,7.47,57.6,57.96
"5813","Boven Digoel",2014,7646,10.79,7.5,57.64,58.21
"5814","Boven Digoel",2015,7717,10.96,7.72,58.24,59.02
"5815","Boven Digoel",2016,7770,10.97,7.82,58.51,59.35
"5816","Boven Digoel",2017,8048,10.98,8.08,58.77,60.14
"5817","Boven Digoel",2018,8211,10.99,8.32,59.16,60.83
"5818","Boven Digoel",2019,8300,11.06,8.55,59.64,61.51
"5819","Boven Digoel",2020,7947,11.07,8.78,59.97,61.53
"5820","Mappi",2010,5472,10.16,5.3,63.33,54.09
"5821","Mappi",2011,5548,10.29,5.46,63.41,54.61
"5822","Mappi",2012,5600,10.32,5.71,63.48,55.09
"5823","Mappi",2013,5655,10.35,5.92,63.51,55.51
"5824","Mappi",2014,5709,10.41,5.96,63.52,55.74
"5825","Mappi",2015,5780,10.42,5.97,64.02,56.11
"5826","Mappi",2016,5951,10.47,5.98,64.16,56.54
"5827","Mappi",2017,6143,10.48,6.1,64.3,57.1
"5828","Mappi",2018,6268,10.53,6.29,64.56,57.72
"5829","Mappi",2019,6513,10.54,6.3,64.91,58.3
"5830","Mappi",2020,6353,10.55,6.31,65.11,58.15
"5831","Asmat",2010,5208,6.58,4.18,53.5,43.69
"5832","Asmat",2011,5322,6.75,4.23,54.45,44.58
"5833","Asmat",2012,5378,6.93,4.28,54.73,45.08
"5834","Asmat",2013,5427,7.1,4.33,54.91,45.54
"5835","Asmat",2014,5485,7.29,4.34,55,45.91
"5836","Asmat",2015,5533,7.57,4.38,55.5,46.62
"5837","Asmat",2016,5601,7.79,4.48,55.9,47.31
"5838","Asmat",2017,5771,8.12,4.71,56.32,48.49
"5839","Asmat",2018,5882,8.47,4.74,56.88,49.37
"5840","Asmat",2019,6066,8.74,4.82,57.53,50.37
"5841","Asmat",2020,5733,9.02,4.94,58.05,50.55
"5842","Yahukimo",2010,3954,6.33,1.78,64.41,40.63
"5843","Yahukimo",2011,4043,6.6,2,64.45,41.72
"5844","Yahukimo",2012,4055,6.87,2.94,64.49,43.82
"5845","Yahukimo",2013,4068,7.17,3.78,64.54,45.63
"5846","Yahukimo",2014,4081,7.47,3.97,64.56,46.36
"5847","Yahukimo",2015,4109,7.48,3.98,65.06,46.63
"5848","Yahukimo",2016,4248,7.54,3.99,65.19,47.13
"5849","Yahukimo",2017,4554,7.55,4,65.32,47.95
"5850","Yahukimo",2018,4737,7.59,4.01,65.52,48.51
"5851","Yahukimo",2019,5030,7.6,4.02,65.8,49.25
"5852","Yahukimo",2020,4875,7.61,4.26,65.93,49.37
"5853","Pegunungan Bintang",2010,4846,3.15,1.54,63.48,35.45
"5854","Pegunungan Bintang",2011,4938,3.46,1.64,63.5,36.61
"5855","Pegunungan Bintang",2012,5010,3.82,1.76,63.52,37.82
"5856","Pegunungan Bintang",2013,5052,4.18,1.88,63.56,38.94
"5857","Pegunungan Bintang",2014,5095,4.41,1.97,63.58,39.68
"5858","Pegunungan Bintang",2015,5176,4.85,2.06,63.78,40.91
"5859","Pegunungan Bintang",2016,5289,5.12,2.19,63.84,41.9
"5860","Pegunungan Bintang",2017,5506,5.52,2.32,63.9,43.24
"5861","Pegunungan Bintang",2018,5578,5.79,2.49,64.08,44.22
"5862","Pegunungan Bintang",2019,5633,6.14,2.61,64.34,45.21
"5863","Pegunungan Bintang",2020,5409,6.25,2.81,64.44,45.44
"5864","Tolikara",2010,4264,6.88,2.46,64.27,43.44
"5865","Tolikara",2011,4310,7.07,2.76,64.45,44.41
"5866","Tolikara",2012,4356,7.13,2.88,64.59,44.86
"5867","Tolikara",2013,4412,7.46,3,64.64,45.68
"5868","Tolikara",2014,4468,7.67,3.04,64.66,46.16
"5869","Tolikara",2015,4518,7.68,3.06,64.86,46.38
"5870","Tolikara",2016,4711,7.69,3.21,64.98,47.11
"5871","Tolikara",2017,4827,7.7,3.5,65.1,47.89
"5872","Tolikara",2018,4946,8.04,3.62,65.3,48.85
"5873","Tolikara",2019,5142,8.28,3.63,65.58,49.68
"5874","Tolikara",2020,4826,8.6,3.64,65.71,49.5
"5875","Sarmi",2010,6190,10.07,5.93,65.37,56.98
"5876","Sarmi",2011,6301,10.29,6.35,65.4,57.96
"5877","Sarmi",2012,6318,10.49,7,65.4,59.03
"5878","Sarmi",2013,6342,10.57,7.27,65.46,59.51
"5879","Sarmi",2014,6358,10.74,7.89,65.49,60.48
"5880","Sarmi",2015,6379,10.91,8.07,65.69,60.99
"5881","Sarmi",2016,6417,11.09,8.08,65.76,61.27
"5882","Sarmi",2017,6723,11.29,8.34,65.82,62.31
"5883","Sarmi",2018,6814,11.55,8.52,66,63
"5884","Sarmi",2019,6860,11.81,8.53,66.26,63.45
"5885","Sarmi",2020,6600,12.05,8.82,66.36,63.63
"5886","Keerom",2010,8307,11.23,4.88,65.88,60
"5887","Keerom",2011,8397,11.27,5.23,65.92,60.65
"5888","Keerom",2012,8437,11.3,5.52,65.92,61.13
"5889","Keerom",2013,8475,11.34,6.45,65.97,62.49
"5890","Keerom",2014,8514,11.38,6.57,65.99,62.73
"5891","Keerom",2015,8609,11.55,6.85,66.09,63.43
"5892","Keerom",2016,8671,11.62,7.24,66.13,64.1
"5893","Keerom",2017,8824,11.89,7.57,66.18,64.99
"5894","Keerom",2018,8918,12.14,7.83,66.35,65.75
"5895","Keerom",2019,9136,12.41,8,66.6,66.59
"5896","Keerom",2020,8910,12.42,8.01,66.69,66.4
"5897","Waropen",2010,5803,11.16,8,65.48,59.98
"5898","Waropen",2011,5961,11.39,8.31,65.64,60.94
"5899","Waropen",2012,5970,11.63,8.4,65.69,61.32
"5900","Waropen",2013,5979,11.87,8.5,65.71,61.68
"5901","Waropen",2014,5989,12.12,8.53,65.72,61.97
"5902","Waropen",2015,6070,12.34,8.55,65.73,62.35
"5903","Waropen",2016,6270,12.6,8.66,65.77,63.1
"5904","Waropen",2017,6810,12.61,8.67,65.82,64.08
"5905","Waropen",2018,6978,12.77,8.87,65.99,64.8
"5906","Waropen",2019,7018,12.78,9.18,66.24,65.34
"5907","Waropen",2020,6732,12.79,9.2,66.33,64.94
"5908","Supiori",2010,4927,11.88,7.26,65.04,57.71
